random_09,random_002,random_010,random_011,random_001,random_000
-0.4162040389396343,-36.0129,-0.914744568988362,-0.7015593681889167,83,-6.89292
-0.6035007747940786,-34.9057,-0.8158439131548314,-0.316490003958301,83,-7.42977
-0.6175446271550328,-35.2227,-0.2845749828775823,-0.6597031304705292,81,-7.60398
-0.4449210970381597,-48.9361,-0.548663551464701,-0.6720741247742055,63,-11.3056
-0.2124626945617537,-39.6415,-0.7761462176335748,-0.2226757399492661,73,-14.7089
-0.1482644309932628,-47.1792,-0.2894669558712346,-0.2261304949395309,63,-11.5706
-0.855296401726649,-52.5788,-0.8176235416079299,-0.1500853077228113,93,-1.52904
-0.3850592128784388,-40.6942,-0.7145841414600308,-0.8068736279977436,33,-16.1785
-0.2790455651745879,-37.7636,-0.8054476242985779,-0.8557424055129471,84,-6.1475
-0.6042973030661839,-49.3037,-0.6461224832348332,-0.5399446080138702,41,-25.3188
-0.6622646004495566,-52.9142,-0.8563082319817044,-0.9756953443514466,54,-28.1149
-0.3600845173805567,-49.4769,-0.3323989487297064,-0.0413360996882503,64,-17.7292
-0.7095666634032368,-41.97,-0.3514773429487742,-0.4918303820415172,33,-18.974
-0.5086329091289363,-53.0341,-0.8706039037655922,-0.812232515422972,55,-27.2502
-0.8344517906410653,-46.3878,-0.8860333152833095,-0.0722134965399508,35,-20.8631
-0.7939554383342081,-56.0867,-0.6382725157439825,-0.3644272819812778,66,-9.86674
-0.7275254296580219,-61.9953,-0.1838008044410206,-0.6547346017210185,69,-11.9283
-0.7747283137968569,-49.0571,-0.5753631971497556,-0.2664874558882194,17,-20.5242
-0.8260132072251194,-52.21,-0.7915122841441729,-0.672668516231212,93,-3.20407
-0.5658019935126744,-45.4706,-0.8027134703075839,-0.5624594878993321,98,-4.16598
-0.2561134828338189,-52.7128,-0.1304946500816306,-0.2618591072398696,44,-24.7983
-0.8666476283445195,-39.7356,-0.9284945882196828,-0.4058190380020666,88,-6.99837
-0.1324468846753028,-46.1387,-0.1265565541463787,-0.6536934333043389,35,-21.2488
-0.8948538475929442,-36.0644,-0.5891288510869294,-0.4874003356073274,81,-8.48482
-0.7747618540430905,-47.3712,-0.4918621646568891,-0.2423482854345188,16,-21.0214
-0.3797502207704875,-50.168,-0.2725868979341346,-0.1739695550501375,18,-21.5811
-0.596858528570825,-61.3072,-0.1158066985271889,-0.8878879464030193,95,2.98858
-0.7016174791809591,-52.9893,-0.7954047681966525,-0.0319278774457907,54,-28.7769
-0.6555463076940345,-44.446,-0.4199497547662038,-0.314500368262304,99,-4.213
-0.6267537156625727,-45.8421,-0.471670233963958,-0.9375719276604724,98,-3.66689
-0.6042831235346561,-61.835,-0.1269120949533444,-0.9091956857000592,69,-12.132
-0.7677420050812395,-53.2181,-0.7281697125320731,-0.965846259178812,66,-17.3153
-0.320283082074889,-51.9044,-0.91870842696836,-0.1767836381083954,49,-27.4333
-0.7101573568053567,-51.3883,-0.925576388016388,-0.0887132760615324,66,-11.6732
-0.1073820887731467,-41.8738,-0.044352588509264,-0.0534605190819355,32,-20.431
-0.6722693288957547,-36.75,-0.8308527198956915,-0.3743886830811066,84,-5.28186
-0.7093660815478535,-51.3123,-0.7624140662586789,-0.2355627867517107,51,-29.3919
-0.2718846334545052,-53.5272,-0.4917511963578055,-0.9555992048441964,66,-16.9462
-0.3593718240320276,-49.3378,-0.2001739251598073,-0.4917786810325267,62,-14.1978
-0.4605230981944288,-41.967,-0.3834130235849771,-0.7827041944125525,33,-20.4208
-0.7484330284359706,-42.2096,-0.8484679367901256,-0.1599282873288003,86,-5.25634
-0.7812530395320156,-56.4776,-0.8425318962139067,-0.3668924224810044,65,-14.5137
-0.1292634887232799,-52.7469,-0.3082872067491441,-0.3294516311828459,44,-26.1146
-0.2457642276658835,-63.3188,-0.4899952446796879,-0.3083257822627253,69,-9.71429
-0.6011515875502776,-47.51,-0.2070085358544371,-0.3966385231364646,62,-14.1305
-0.1650366828096972,-52.3189,-0.7324962614512286,-0.8792747457883894,44,-23.1312
-0.228245164442031,-45.9303,-0.9871674247585344,-0.2773710961014516,99,-9.10273
-0.0179586428961165,-53.44,-0.7047094168007924,-0.0245935016242676,44,-24.0224
-0.270945012891943,-43.4067,-0.1554425223147955,-0.1135563434289013,32,-21.0281
-0.8461704283446552,-41.0209,-0.916751234455905,-0.2041411374118987,27,-19.0618
-0.6511378539833301,-38.2743,-0.5662282282853865,-0.0715083773278826,88,-5.50894
-0.2561510766484253,-53.2792,-0.8832105921628224,-0.189034730197743,66,-17.8241
-0.5872107481231615,-53.8958,-0.3855370450152257,-0.5921515844374722,44,-23.8759
-0.8837873404182419,-42.4612,-0.965831737376024,-0.1260650938717165,86,-5.03888
-0.5998636114830463,-47.2546,-0.8262962129866405,-0.6195979171741169,11,-23.5306
-0.6346281812228061,-64.8007,-0.5579556717450822,-0.5326051900036161,97,-3.22727
-0.926903061000616,-41.7317,-0.5671838253794154,-0.4945536694790997,33,-19.4174
-0.3475258205436963,-49.9141,-0.9347070305870468,-0.815379403884622,17,-20.3203
-0.6911059325378056,-51.4722,-0.7992952700680622,-0.5044185586107626,18,-22.0764
-0.2410166472910436,-49.719,-0.6705441314372992,-0.5001622240438998,14,-22.0841
-0.5496161303212358,-49.7623,-0.5410829150438123,-0.8931320015363275,14,-22.4435
-0.9214062567353736,-43.0535,-0.5237940368440496,-0.1339685684400418,31,-20.1098
-0.8449969768654711,-49.1249,-0.4008714478814594,-0.7606115410759408,63,-12.4785
-0.3761882367148046,-51.0809,-0.1086007252067837,-0.592567441547638,51,-29.9914
-0.806584508342918,-62.2847,-0.3630840479112107,-0.7736856975595514,69,-11.3463
-0.0659426689766427,-43.3638,-0.8102519069394748,-0.863412597052294,31,-18.7334
-0.3702352635550516,-43.777,-0.8192635089463081,-0.7507945615848873,89,-8.42418
-0.6152918216397355,-46.491,-0.6845430693924104,-0.7461625190582523,62,-14.4797
-0.1169008668432628,-51.2297,-0.8057955728980102,-0.6944199364480224,43,-22.7813
-0.9528645924852478,-61.3692,-0.5969160992278416,-0.6881071123433364,95,3.64571
-0.5238989561019477,-55.2253,-0.930546796012623,-0.2501769551246752,67,-23.1058
-0.589998584007167,-50.7957,-0.6417764771460042,-0.3882476814868018,96,2.05267
-0.928731219902875,-46.0024,-0.9895104666970832,-0.3492035679429548,98,-1.67524
-0.4631064147477935,-52.7866,-0.112572691887412,-0.4062204119149571,44,-23.0943
-0.4867058368592648,-35.4501,-0.0421947480791817,-0.3333026159857561,81,-8.37691
-0.1568572734779438,-52.2509,-0.7252225050157474,-0.0433593269285463,51,-30.8756
-0.6010971343600314,-49.2962,-0.802596371481784,-0.2824571153672464,62,-13.9236
-0.209404232745774,-42.8433,-0.7771231407928583,-0.47678404929174,86,-6.24304
-0.4355146324636039,-46.7473,-0.7514380829996056,-0.3258880957270733,99,-5.56913
-0.840513125335449,-39.602,-0.9065532922037032,-0.9652108639543084,75,-13.0215
-0.5275088605543299,-68.2005,-0.3453916274447458,-0.9189547123177008,97,-3.37455
-0.3557676887749044,-38.7563,-0.851130192919822,-0.2880262276335041,75,-12.3914
-0.7085961552491726,-41.439,-0.2744291489329692,-0.2201310918335282,74,-11.4429
-0.4255961576894617,-47.3331,-0.3709081594880506,-0.8397143888321361,19,-22.7374
-0.0116597489293873,-49.9831,-0.9655858745224802,-0.8001679148343022,64,-16.2514
-0.9107905787638118,-48.1147,-0.1288752573934809,-0.9710606280060008,16,-21.7288
-0.6879020375160341,-49.7359,-0.4553372443198952,-0.9705255366360735,17,-20.2985
-0.1615796286251526,-53.183,-0.1898483249530868,-0.6825139965864098,55,-27.3607
-0.5436700467649903,-39.8288,-0.5924075536549669,-0.0745768636676847,88,-3.36017
-0.2058447686416838,-51.0919,-0.3942740727300793,-0.1902421737722812,64,-16.6151
-0.2847815651360194,-37.0628,-0.4629744578033687,-0.961428512812717,83,-7.55502
-0.3320548867643648,-46.772,-0.8275003674823306,-0.5827215453882401,19,-22.7088
-0.3869167237221922,-36.935,-0.9634739078324271,-0.2064580056763344,79,-10.1348
-0.8453473865747723,-42.8009,-0.1226220447882322,-0.8485367664474688,31,-20.5051
-0.9847445954156216,-53.4686,-0.7979589295102468,-0.1370305830348248,46,-25.9168
-0.4019675885851371,-36.3078,-0.6536669805848915,-0.7879932975805017,82,-9.68489
-0.9165895279523768,-41.1356,-0.1714899637680148,-0.2730296470504666,77,-14.6151
-0.6682340561987464,-53.1332,-0.4988578649207302,-0.6983207123758094,45,-24.6449
-0.0697402025209591,-49.9354,-0.023586890865339,-0.2628672924119941,91,-0.996811
-0.9734045150376548,-44.6126,-0.6417146743316025,-0.9440597026996702,98,-3.26269
-0.0259195731484823,-47.6619,-0.4187427208171996,-0.8358656914782047,19,-22.1289
-0.5198647121976252,-61.3963,-0.1468815764086327,-0.0614735533621667,97,-3.56697
-0.8840493211617159,-48.0735,-0.944156492281406,-0.1473083094305991,63,-6.36437
-0.8949315105291176,-48.3743,-0.3438152139494559,-0.6627222003578913,91,-1.36391
-0.1170722564487145,-48.953,-0.2612151054981052,-0.7976152732267471,62,-16.3281
-0.3656588773736071,-51.2003,-0.5255621086141963,-0.0651461491095849,91,-3.46985
-0.1933886521806016,-43.1014,-0.1421697549695734,-0.2592095890607454,98,-3.67577
-0.5165120791495174,-55.8104,-0.5250045192434558,-0.8785303936359457,67,-20.4823
-0.812903608107709,-52.7191,-0.2241393594082074,-0.7666943641854945,67,-22.1852
-0.0182415460690659,-53.3319,-0.7149286138452252,-0.1136036782464436,49,-26.5382
-0.3346235213409152,-40.6425,-0.0963856254684543,-0.7832672018668833,28,-20.7955
-0.5611834743256929,-41.3297,-0.8936461628205791,-0.858620973892682,75,-12.8049
-0.3610961643483812,-50.2304,-0.8806104937975777,-0.3263364017332928,43,-23.0533
-0.9228820793857948,-39.8391,-0.2395639114202027,-0.0848333315185763,74,-10.3482
-0.7349019775921984,-46.5724,-0.104745952809625,-0.8360646335722689,35,-22.0695
-0.84746788724992,-51.3786,-0.1401145220908124,-0.1158313365040946,18,-20.8948
-0.4994319446333977,-51.5797,-0.6776558133829139,-0.104943837880761,54,-28.6283
-0.8547754775854535,-44.3117,-0.3519637108625753,-0.2107493888997564,35,-21.7411
-0.6803858673961658,-48.4139,-0.4391800874837797,-0.8076424749541066,15,-23.4917
-0.1720713788295392,-42.2641,-0.0704585574094982,-0.0730475854937101,33,-17.7279
-0.8295146335434767,-53.7708,-0.019996825699717,-0.4353965146166283,67,-22.1527
-0.5029139200324939,-36.2902,-0.3771535516614451,-0.3960972384182776,87,-8.88429
-0.3020970748489967,-48.9879,-0.5595644637024361,-0.5341213166500424,48,-27.5704
-0.0020755803012094,-44.7003,-0.8017821817878172,-0.1005486179039246,77,-12.0063
-0.431207652807676,-42.74,-0.9745269417688628,-0.0794681053392493,86,-6.08786
-0.0945200357273067,-47.8611,-0.3678730513589271,-0.5882196604002962,63,-6.39179
-0.391291985153024,-36.6094,-0.1493491657693829,-0.3965919661568475,84,-5.65792
-0.4526443203178357,-44.3196,-0.9423665538247168,-0.7620677955265239,24,-23.0011
-0.4266107382530351,-39.2462,-0.3391792691051001,-0.5247612033328508,75,-12.1462
-0.808504337829011,-51.9154,-0.0500593553633184,-0.4581242268979723,44,-23.1946
-0.1405625459567947,-48.2204,-0.955661721222672,-0.9189561610669238,64,-18.3339
-0.9605311400389942,-48.1336,-0.6542904037199682,-0.514590467013272,14,-22.793
-0.8196078069777564,-51.3895,-0.2791624211483045,-0.3667907446092746,18,-22.2934
-0.7440458739552235,-49.9617,-0.443343477155156,-0.9701906450151055,64,-16.4642
-0.9096791319286288,-43.0494,-0.0734731589723485,-0.510323815292782,89,-9.18564
-0.4154823771533653,-51.1271,-0.4987900644399584,-0.9129786239846868,49,-27.6897
-0.4879581226513347,-49.1316,-0.0902778746350305,-0.5523201399695682,48,-27.9012
-0.4628052803832678,-61.6575,-0.2632644025947596,-0.4742350442682861,97,-3.74603
-0.8441505497712272,-52.0102,-0.4921305463796851,-0.5326956516728605,51,-28.9698
-0.0751461804497894,-38.3401,-0.5853375984498914,-0.0123564138829808,75,-10.3856
-0.8528188778924488,-48.7191,-0.213282432407603,-0.4520882333891282,41,-25.4386
-0.3784695730401759,-39.987,-0.2542029424408326,-0.936605251424006,88,-6.76919
-0.7282493440998549,-44.1889,-0.36540741789728,-0.8522237991746706,89,-7.21276
-0.6927485573269045,-39.1176,-0.8833031944775651,-0.2133329247393914,75,-12.4335
-0.1977977499414606,-48.766,-0.2932671651515026,-0.3553172632838821,48,-27.5191
-0.4351560869576288,-43.7451,-0.2687092994121062,-0.5569091807631144,32,-21.321
-0.8188806507719191,-42.8732,-0.0046039100491765,-0.6483422314066021,31,-19.6491
-0.8853879839695373,-40.2785,-0.8445415558715131,-0.8682566908252365,74,-10.5767
-0.5771127536645253,-55.9517,-0.7547515423997261,-0.4950795399622142,67,-22.1927
-0.7177113343188734,-37.8834,-0.933594941740389,-0.0074054271957048,84,-6.21367
-0.917534476053535,-50.1972,-0.0175547718946958,-0.9664985173764676,42,-25.9804
-0.6313629736056602,-51.2883,-0.0834543184889339,-0.6950785168700543,54,-28.8565
-0.0684990617586818,-42.1109,-0.0691126262631395,-0.8024262418728609,32,-21.0192
-0.9830434993932152,-38.0803,-0.4166301877488292,-0.7029417702519437,83,-6.78466
-0.9240921723526052,-45.2325,-0.7351871418737661,-0.2717412098178237,12,-22.8495
-0.8562293907371157,-50.8835,-0.4966815371664931,-0.1731566391700415,17,-20.4487
-0.1643715938483805,-49.2469,-0.9326401098006576,-0.5286718601292757,62,-16.8198
-0.7485913756555783,-51.1516,-0.089934016082618,-0.3368988169272564,64,-18.2941
-0.4837288407317152,-47.9638,-0.9798056914787954,-0.3032797043769412,63,-9.94139
-0.1817927033893007,-51.0961,-0.2851542910113014,-0.8900740975209162,67,-20.0873
-0.0236726918700487,-42.1017,-0.7883144564925644,-0.2205696495024275,22,-21.6252
-0.3539298220162743,-41.5693,-0.5091587002178646,-0.5403130210085108,28,-21.1523
-0.0551295242357651,-57.4587,-0.0425930133169178,-0.5308245002158379,66,-9.53981
-0.3935445510521259,-48.8443,-0.433190726333439,-0.7143183628440202,15,-24.5108
-0.8554659454791973,-45.0864,-0.850371451062306,-0.2892675636248702,98,-1.45862
-0.1675520668794352,-49.3885,-0.6559289795931472,-0.636070227370269,47,-27.0375
-0.5088272317380396,-37.7946,-0.8595808451834217,-0.2729444308558028,84,-5.65349
-0.6968409381318509,-38.0814,-0.7215774823776017,-0.6830670586278454,75,-11.6577
-0.4343857355025492,-51.9232,-0.2320787948964375,-0.4463642124246539,64,-18.9607
-0.2520787711715612,-39.7501,-0.2950494973006305,-0.0459254119823955,73,-13.8542
-0.673454742152696,-51.4635,-0.9895659973086628,-0.3061064557681044,43,-23.55
-0.2372222654758711,-59.896,-0.4951072436685846,-0.4856286274471044,97,-7.19409
-0.7062251234956581,-39.4359,-0.8267041927643372,-0.0287886278250614,85,-3.94506
-0.0246070872817308,-37.0148,-0.2717376247232107,-0.1935988019880823,79,-10.278
-0.2103803677145226,-55.7868,-0.6113254656468317,-0.7910099016575741,67,-20.4666
-0.656798575363508,-38.3896,-0.073491634245867,-0.2301422476554807,85,-3.89929
-0.3512640663507335,-52.1423,-0.4689772482934111,-0.1120516520175829,49,-27.1587
-0.962241379215362,-35.3737,-0.7057319335515537,-0.8241883655461818,83,-6.84374
-0.19874121806791,-44.2493,-0.7393063262198144,-0.6933374245039796,31,-19.1955
-0.6855738980312259,-37.0677,-0.4170303734045797,-0.714804777297364,79,-10.9091
-0.9235587377633002,-47.0608,-0.1751613840821809,-0.2813143286785275,11,-23.4366
-0.5437297005354653,-38.2027,-0.9840717485907572,-0.318691563207674,75,-12.22
-0.189328296111732,-37.7679,-0.9257676123593772,-0.5890102058348096,88,-4.55826
-0.7153696537972724,-41.4648,-0.4740713012121822,-0.1805844529825497,77,-14.428
-0.8579055289570618,-50.4401,-0.2411402968750567,-0.5266508113118391,18,-21.2076
-0.7266931201263267,-38.9584,-0.0573690818664246,-0.109220550981669,75,-11.3253
-0.8930346798065975,-43.3736,-0.2427917568456117,-0.9256787644793868,32,-21.3446
-0.1817549596354292,-35.0809,-0.0063290230922168,-0.2216450230523756,81,-7.78391
-0.13419291964334,-38.8125,-0.7212703470414652,-0.7082428375410497,85,-4.36872
-0.6956115978896721,-47.6166,-0.2806117797599187,-0.0821567875440636,15,-23.5029
-0.6216279189308677,-40.2764,-0.4351510729007897,-0.6575046459376954,27,-19.82
-0.4184326639695976,-49.6804,-0.7306054762739158,-0.0141827017648087,62,-16.3563
-0.450839832321033,-42.0637,-0.233444468119206,-0.7879579749074824,33,-16.8523
-0.3946274193645566,-52.2372,-0.5963614675672267,-0.9350360778702268,64,-15.8955
-0.4321027512335479,-49.4476,-0.0795613304265757,-0.0028313090008148,62,-16.9087
-0.5941612909943481,-48.5291,-0.1736498142862108,-0.905858851165978,63,-7.16005
-0.4208677245572808,-49.5569,-0.489493121953614,-0.358534040204337,63,-8.80755
-0.6133243404041036,-49.8231,-0.6573705322391108,-0.3296833042701498,63,-12.9289
-0.885179187029128,-51.8341,-0.9939409920723188,-0.0445914042832877,66,-15.7291
-0.2114770279864853,-48.2044,-0.1965990530908797,-0.5361416547394363,63,-7.19238
-0.6406434252378086,-53.0318,-0.7425450523566154,-0.0939070722754151,66,-16.857
-0.0313887094351074,-48.6395,-0.7629170618517606,-0.204826000926928,63,-6.58225
-0.173491932733749,-45.6589,-0.9922277245712732,-0.1220226545793028,98,-2.94644
-0.4269504814604191,-50.6315,-0.94757367137649,-0.5019546686556706,62,-15.0909
-0.4846666315684057,-48.1934,-0.2283591211305847,-0.3658791618710286,34,-18.6456
